order_id,order_date,customer_id,country,brand,model,price,quantity,discount,payment_method,rating,returned
ORD-101108,19-06-2024,CUST-29853,Japan,Motorola,Moto G53,1016.71,4.0,0.138,COD,4.4,False
ORD-103845,08/28/2024,CUST-23633,,Apple,iPhone 14,982.8,3.0,0.376,Debit Card,2.3,False
ORD-100679,05/23/2023,CUST-99777,Japan,Motorola,Moto G84,970.94,5.0,0.186,COD,3.1,False
ORD-100565,11/02/2024,CUST-20469,Japan,SAMSUNG,Galaxy Z Fold 5,,2.0,0.28,PayPal,1.9,True
ORD-104149,24-01-2023,CUST-50878,India,google,Pixel 8 Pro,769.47,4.0,0.258,Debit Card,3.0,yes
ORD-103706,05/28/2023,CUST-83171,Canada,XIAOMI,Redmi Note 13,1411.57,1.0,0.195,Credit Card,2.2,False
ORD-100680,2022-05-18,CUST-29687,Germany,Samsung,Galaxy Z Fold 5,369.4,4.0,0.012,Bank Transfer,3.5,yes
ORD-100180,03/21/2023,CUST-15328,Singapore,Google,Pixel 7a,366.52,4.0,0.229,Debit Card,2.6,0
ORD-102750,2022-01-23,CUST-68123,India,Motorola,Moto G84,1355.61,3.0,0.076,Credit Card,2.6,no
ORD-103668,22-02-2022,CUST-90147,Singapore,Xiaomi,Xiaomi 14,346.68,5.0,0.308,Bank Transfer,3.3,no
ORD-104398,2024-07-12,CUST-86529,India,google,Pixel 8,875.4,4.0,0.042,Credit Card,3.2,False
ORD-104434,17-01-2024,CUST-64162,U.K.,,OnePlus 12,190.71,,0.287,COD,1.4,False
ORD-100278,2022-10-02,CUST-38229,France,samsung,Galaxy A54,1043.76,4.0,0.272,,4.2,0
ORD-101181,2024-03-07,CUST-77764,USA,Apple,iPhone SE,1095.97,1.0,0.251,UPI,4.5,False
ORD-101995,05/10/2022,CUST-88229,india ,Sony,Xperia 5 V,1271.63,2.0,0.268,PayPal,3.7,0
ORD-100432,13-02-2023,CUST-67893,India,APPLE,iPhone 15 Pro,285.13,4.0,0.009,PayPal,1.2,0
ORD-100289,2024-11-09,CUST-70163,France,Google,,885.54,2.0,0.087,UPI,2.4,yes
ORD-101027,,CUST-34441,Singapore,Motorola,Moto G84,357.54,3.0,0.355,,1.7,True
ORD-100535,05/17/2024,CUST-98978,Canada,Sony,Xperia 10 V,541.34,4.0,0.186,UPI,4.5,False
ORD-103551,10/15/2024,CUST-96832,germany,Samsung,Galaxy Z Fold 5,1475.13,2.0,0.146,Bank Transfer,4.9,True
ORD-100188,12-11-2023,CUST-22404,Canada,APPLE,iPhone 15 Pro,546.84,2.0,0.38,PayPal,3.8,yes
ORD-103611,14-01-2022,CUST-69347,France,Motorola,Moto G53,342.55,5.0,0.015,Bank Transfer,3.9,1
ORD-104051,2023-08-10,CUST-14704,India,oneplus,OnePlus 12,1104.81,4.0,0.283,COD,2.5,False
ORD-101360,25-07-2022,CUST-38507,usa,GOOGLE,Pixel 7a,440.5,4.0,0.191,UPI,4.6,0
ORD-100270,2022-07-05,CUST-88530,Japan,SAMSUNG,Galaxy S23,437.1,3.0,0.096,COD,1.8,True
ORD-101755,12/13/2024,CUST-90771,uk,google,Pixel 8 Pro,243.43,2.0,0.319,COD,2.6,False
ORD-104151,2022-01-09,CUST-38871,Canada,samsung,Galaxy A54,169.27,5.0,0.292,PayPal,4.3,no
ORD-102229,11/16/2022,CUST-96882,,ONEPLUS,OnePlus 11,534.52,3.0,0.144,PayPal,2.7,1
ORD-103825,2022-03-23,CUST-69272,UK,Samsung,Galaxy S23,332.63,1.0,0.001,UPI,1.7,False
ORD-100111,2023-06-19,CUST-87059,Canada,Xiaomi,Redmi Note 13,440.91,5.0,,Bank Transfer,4.0,yes
ORD-101170,04/13/2023,CUST-49851,Japan,Sony,Xperia 10 V,580.58,2.0,0.246,COD,4.5,False
ORD-104456,02/23/2024,CUST-75887,Canada,Sony,Xperia 1 V,347.02,5.0,0.194,Debit Card,2.1,0
ORD-100220,09/22/2023,CUST-27483,Japan,OnePlus,OnePlus 11,525.58,4.0,0.097,UPI,3.2,
ORD-103814,08/03/2024,CUST-51817,Germany,oneplus,OnePlus 11,821.39,5.0,0.254,Debit Card,2.6,0
ORD-100627,04-10-2024,CUST-47485,Germany,Google,Pixel 7a,1194.42,1.0,0.025,Debit Card,3.8,False
ORD-104661,,CUST-83411,UK,GOOGLE,Pixel 7a,787.6,1.0,0.132,COD,2.9,1
ORD-104606,06-02-2024,CUST-52688,Singapore,Xiaomi,Redmi 12,1249.95,4.0,0.266,Credit Card,3.0,
ORD-103740,2023-05-16,CUST-78712,Germany,Motorola,Edge 40 Pro,794.02,4.0,0.293,COD,2.5,False
ORD-100790,2024-12-22,CUST-89679,Australia,,Galaxy A54,798.64,4.0,,Bank Transfer,4.1,False
ORD-102077,,CUST-39023,Australia,google,Pixel 8 Pro,1277.13,3.0,0.253,COD,3.2,1
ORD-100461,01/20/2022,CUST-50701,USA,Xiaomi,Redmi 12,1014.09,3.0,0.317,UPI,1.4,False
ORD-104473,05/27/2023,CUST-43249,Brazil,OnePlus,OnePlus 12,596.88,3.0,,Credit Card,4.4,False
ORD-100551,2022-06-04,CUST-68849,Germany,OnePlus,OnePlus 11,1239.44,4.0,0.193,Debit Card,1.2,False
ORD-101210,2023-12-29,CUST-37669,Japan,Apple,iPhone 15 Pro,773.53,4.0,0.2,Credit Card,2.1,0
ORD-103231,31-02-2023,CUST-35756,Germany,samsung,Galaxy A54,504.23,4.0,0.336,PayPal,3.0,no
ORD-100198,2023-08-25,CUST-15935,UK,Xiaomi,Redmi 12,535.16,2.0,0.102,PayPal,4.8,False
ORD-102677,,CUST-77991,Singapore,Xiaomi,POCO F5,782.94,2.0,0.082,PayPal,2.3,no
ORD-101767,2022-08-30,CUST-99386,UK,Samsung,Galaxy Z Fold 5,399.91,2.0,0.242,COD,4.9,no
ORD-100402,05-10-2024,CUST-14145,Canada,OnePlus,OnePlus 11,1147.32,3.0,0.141,PayPal,0.0,1
ORD-103167,2022-01-04,CUST-31801,United Kingdom,Motorola,Moto G53,940.09,4.0,0.165,COD,4.7,0
ORD-102577,2023-03-26,CUST-29915,Canada,Sony,Xperia 1 V,989.93,1.0,,Debit Card,4.3,
ORD-104841,,CUST-71169,Japan,samsung,Galaxy S23,270.94,3.0,0.059,UPI,2.3,no
ORD-103939,2023-05-31,CUST-95112,Germany,Apple,iPhone 14,539.5,3.0,0.062,PayPal,3.6,True
ORD-103617,06/14/2023,CUST-64644,Canada,Xiaomi,Redmi Note 13,799.06,3.0,0.068,COD,1.9,0
ORD-104536,,CUST-58005,Brazil,Motorola,Moto G53,720.75,1.0,0.337,Bank Transfer,2.4,False
ORD-100650,03/27/2024,CUST-82264,Canada,Samsung,Galaxy S23,950.04,3.0,0.164,Bank Transfer,2.1,yes
ORD-100708,02-09-2024,CUST-33622,UK,Xiaomi,Xiaomi 14,,2.0,0.09,Debit Card,4.2,no
ORD-101569,09/07/2024,CUST-58807,U.S.A,Samsung,Galaxy S23,1137.82,2.0,0.305,Bank Transfer,1.3,False
ORD-104486,07-04-2023,CUST-86509,Australia,Apple,iPhone 14,1350.23,4.0,0.355,Debit Card,2.8,False
ORD-103466,2023-03-20,CUST-81206,uk,APPLE,iPhone SE,1352.4,1.0,0.046,PayPal,4.3,False
ORD-102413,04/04/2022,CUST-40192,Singapore,oneplus,OnePlus Nord 3,1137.41,2.0,0.08,Credit Card,1.7,False
ORD-101879,2024-05-01,CUST-70695,Canada,xiaomi,Redmi 12,1136.75,3.0,0.323,UPI,4.0,False
ORD-100314,11-04-2024,CUST-64255,Canada,Xiaomi,POCO F5,1292.34,5.0,0.382,Debit Card,4.8,no
ORD-103148,28-09-2023,CUST-86618,Brazil,Xiaomi,Redmi 12,999.54,1.0,0.333,UPI,2.0,False
ORD-104690,21-05-2022,CUST-92589,United Kingdom,ONEPLUS,OnePlus 12,778.14,1.0,0.116,PayPal,3.7,1
ORD-100113,2022-04-12,CUST-78448,India,APPLE,iPhone SE,799.51,1.0,0.326,Debit Card,4.3,True
ORD-100960,2024-07-07,CUST-20684,Canada,Xiaomi,Redmi 12,682.49,1.0,0.251,Credit Card,2.9,True
ORD-103014,17-09-2024,CUST-71567,,Motorola,Moto G53,226.08,5.0,0.045,Bank Transfer,1.2,1
ORD-102333,,CUST-60163,France,Xiaomi,Redmi Note 13,630.86,4.0,0.248,PayPal,,True
ORD-104800,14-01-2024,CUST-38658,Germany,Sony,Xperia 5 V,1059.89,3.0,0.291,Bank Transfer,,False
ORD-103441,08-09-2022,CUST-84270,INDIA,SAMSUNG,Galaxy A54,832.27,,0.399,Bank Transfer,4.3,False
ORD-103140,2024-08-28,CUST-46061,UK,Samsung,Galaxy Z Fold 5,1433.26,4.0,,Credit Card,1.1,False
ORD-101672,2024-03-20,CUST-77321,Canada,GOOGLE,Pixel 7a,907.81,4.0,0.094,PayPal,1.4,False
ORD-103311,10-11-2023,CUST-75509,United Kingdom,Xiaomi,Redmi Note 13,842.39,1.0,0.039,Credit Card,2.9,yes
ORD-104043,2022-02-20,CUST-43688,,OnePlus,OnePlus Nord 3,248.99,1.0,0.05,Bank Transfer,2.3,
ORD-103535,07/07/2022,CUST-12618,Japan,Google,Pixel 7a,213.81,,0.176,Debit Card,1.2,True
ORD-104602,02/05/2024,CUST-84973,France,xiaomi,,621.38,1.0,0.305,Bank Transfer,4.7,0
ORD-101926,04/19/2024,CUST-79004,france,samsung,Galaxy S24,588.56,4.0,0.108,Credit Card,4.7,1
ORD-104283,05/11/2022,CUST-24581,Canada,google,Pixel 8 Pro,1414.4,5.0,0.089,PayPal,3.0,False
ORD-102101,12/06/2022,CUST-91187,Germany,xiaomi,Redmi 12,1188.09,4.0,0.11,Debit Card,4.6,
ORD-100326,23-09-2022,CUST-68202,Canada,Motorola,Moto G53,871.86,2.0,0.122,PayPal,3.5,0
ORD-100604,07-11-2024,CUST-59605,USA,Apple,iPhone 14,949.57,1.0,0.25,Debit Card,3.2,yes
ORD-104258,08/24/2023,CUST-32837,USA,SAMSUNG,Galaxy S24,716.25,,0.051,UPI,2.1,False
ORD-103126,07-01-2023,CUST-77123,USA,Motorola,Moto G53,158.81,5.0,0.037,PayPal,1.1,1
ORD-103819,2022-01-05,CUST-88372,Brazil,Google,Pixel 8,1332.73,1.0,0.058,COD,4.0,False
ORD-102549,03/11/2024,CUST-86065,Brazil,GOOGLE,Pixel 8,358.28,1.0,0.378,Bank Transfer,4.5,yes
ORD-104687,21-06-2022,CUST-65114,India,samsung,Galaxy Z Fold 5,524.18,1.0,0.371,PayPal,1.2,False
ORD-102962,2024-09-20,CUST-77051,Germany,oneplus,OnePlus Nord 3,674.16,5.0,0.197,COD,2.9,False
ORD-101491,02/03/2024,CUST-93120,,google,Pixel 7a,223.3,4.0,0.2,Credit Card,1.1,1
ORD-103913,2023-08-20,CUST-13060,Australia,Motorola,Moto G84,1094.84,4.0,0.032,UPI,4.1,False
ORD-104247,08/19/2023,CUST-12551,France,Samsung,Galaxy S23,766.88,4.0,0.144,COD,2.7,False
ORD-104778,2024-09-26,CUST-89081,UK,GOOGLE,Pixel 7a,780.3,4.0,0.368,UPI,5.0,0
ORD-101728,2023-06-16,CUST-96788,Germany,Samsung,Galaxy Z Fold 5,1210.22,4.0,0.386,UPI,4.6,False
ORD-100789,03/21/2024,CUST-80012,India,Apple,iPhone 14,925.26,4.0,0.039,COD,3.0,False
ORD-102341,2024-02-26,CUST-52896,GERMANY,Xiaomi,POCO F5,483.12,4.0,0.276,Debit Card,1.8,0
ORD-104518,09/24/2022,CUST-73286,UK,Apple,iPhone 14,1353.21,3.0,0.129,COD,2.6,0
ORD-102939,27-09-2024,CUST-39335,Singapore,Xiaomi,Xiaomi 14,1427.76,4.0,0.145,PayPal,5.0,1
ORD-100871,23-05-2024,CUST-43936,United States,Samsung,Galaxy S24,930.04,2.0,0.003,Debit Card,2.3,False
ORD-102586,10/06/2023,CUST-67398,Canada,SAMSUNG,Galaxy S24,393.35,3.0,0.386,PayPal,1.7,False
ORD-101406,2022-10-22,CUST-59624,Brazil,Motorola,Moto G53,1014.89,4.0,0.12,Bank Transfer,1.9,
ORD-102633,2023-09-20,CUST-51961,Canada,xiaomi,Redmi Note 13,759.98,5.0,0.003,COD,4.8,False
ORD-100073,2022-10-21,CUST-76744,France,APPLE,iPhone 15,1397.1,4.0,0.001,Bank Transfer,2.1,False
ORD-103264,03-07-2022,CUST-90121,India,oneplus,OnePlus Nord 3,,2.0,0.103,COD,4.6,False
ORD-101503,07-07-2022,CUST-33960,USA,Apple,iPhone 15 Pro,754.01,1.0,0.045,COD,4.2,True
ORD-101421,2022-03-04,CUST-45004,Canada,Google,Pixel 8,1389.83,5.0,0.132,Credit Card,1.1,0
ORD-103119,22-10-2023,CUST-78623,USA,OnePlus,OnePlus 12,260.41,1.0,0.148,Bank Transfer,3.9,yes
ORD-100092,12/19/2022,CUST-40802,USA,Motorola,Edge 40 Pro,284.76,1.0,0.049,PayPal,4.0,1
ORD-104649,2024-02-27,CUST-84200,UK,xiaomi,Xiaomi 14,274.32,2.0,0.252,COD,4.9,no
ORD-103940,23-10-2023,CUST-73244,Brazil,APPLE,iPhone 14,99999.0,2.0,0.241,UPI,5.0,0
ORD-102850,2024-03-30,CUST-56706,USA,Xiaomi,POCO F5,1480.84,3.0,0.044,UPI,1.1,False
ORD-102988,09-02-2022,CUST-46599,India,XIAOMI,Redmi 12,1098.2,,0.165,COD,1.5,1
ORD-101831,25-03-2022,CUST-58929,USA,xiaomi,POCO F5,297.42,1.0,0.121,UPI,1.2,True
ORD-100494,18-06-2024,CUST-22774,Brazil,SAMSUNG,Galaxy A54,1421.87,2.0,0.18,Credit Card,4.6,False
ORD-103246,2023-05-08,CUST-90926,Japan,OnePlus,OnePlus Nord 3,1347.3,3.0,0.127,Credit Card,3.2,1
ORD-104130,2024-06-25,CUST-74593,Canada,Motorola,Moto G53,248.17,3.0,0.248,UPI,3.1,no
ORD-101340,02/04/2022,CUST-58949,France,Motorola,Edge 40 Pro,579.51,1.0,0.204,COD,2.0,1
ORD-101164,25-12-2024,CUST-96647,Singapore,apple,iPhone SE,816.85,5.0,0.244,Credit Card,1.7,1
ORD-102991,07-09-2023,CUST-88253,UK,Motorola,Moto G84,921.36,5.0,0.117,Credit Card,4.9,False
ORD-101837,02/26/2023,CUST-93332,U.S.A,Motorola,Moto G84,159.99,5.0,0.099,Bank Transfer,2.0,1
ORD-101583,19-01-2023,CUST-24719,Australia,Samsung,Galaxy A54,173.26,3.0,0.387,PayPal,2.9,False
ORD-102251,20-01-2024,CUST-22288,Singapore,Apple,iPhone 14,648.93,2.0,0.251,COD,2.0,False
ORD-101807,03/16/2023,CUST-82723,Singapore,OnePlus,OnePlus 12,348.23,3.0,0.027,,3.0,0
ORD-100618,28-05-2022,CUST-84972,Canada,Google,Pixel 7a,804.22,2.0,0.048,Debit Card,2.3,False
ORD-101803,2022-05-19,CUST-20381,,XIAOMI,Redmi Note 13,1129.66,1.0,0.206,PayPal,3.2,1
ORD-102441,,CUST-12729,Singapore,OnePlus,OnePlus 12,757.66,4.0,0.397,PayPal,2.4,False
ORD-103973,2023-09-26,CUST-89971,Australia,apple,iPhone SE,572.24,3.0,0.343,UPI,4.0,0
ORD-101295,2022-03-07,CUST-50969,Japan,APPLE,iPhone 14,945.92,4.0,0.107,COD,1.0,False
ORD-104092,2022-12-25,CUST-10294,Germany,Google,Pixel 8,1360.27,1.0,0.208,Bank Transfer,,False
ORD-104556,24-12-2023,CUST-26397,Canada,Sony,Xperia 10 V,534.75,3.0,0.194,Bank Transfer,2.8,False
ORD-100869,11/01/2022,CUST-36140,Brazil,Motorola,Edge 40 Pro,1055.92,1.0,0.12,Credit Card,2.7,True
ORD-102810,07/14/2023,CUST-59914,Japan,oneplus,OnePlus 11,934.96,3.0,0.336,PayPal,2.5,0
ORD-101042,2022-01-03,CUST-77411,Singapore,Motorola,Moto G84,925.17,5.0,0.152,UPI,2.0,1
ORD-104219,2022-04-19,CUST-91910,USA,google,Pixel 7a,442.57,5.0,0.394,Debit Card,1.5,1
ORD-100356,2023-12-17,CUST-74925,Japan,XIAOMI,Redmi Note 13,1047.61,5.0,0.072,Debit Card,4.1,0
ORD-101162,,CUST-16459,UK,Motorola,Moto G53,731.75,5.0,0.04,UPI,2.9,False
ORD-104087,2022-03-25,CUST-16381,Germany,SAMSUNG,Galaxy Z Fold 5,,1.0,0.18,Debit Card,2.2,False
ORD-104939,31-01-2023,CUST-28259,Singapore,GOOGLE,Pixel 8,216.45,4.0,0.216,,3.2,False
ORD-104314,06-12-2024,CUST-42113,France,XIAOMI,Redmi Note 13,1217.69,1.0,,COD,,1
ORD-102488,10/28/2023,CUST-26353,U.K.,Samsung,Galaxy Z Fold 5,318.6,5.0,1.435,COD,1.7,True
ORD-101874,06/16/2024,CUST-48037,India,Motorola,Edge 40 Pro,1194.42,5.0,0.141,UPI,1.9,yes
ORD-104667,2023-04-04,CUST-78859,India,OnePlus,OnePlus Nord 3,865.55,3.0,0.143,Credit Card,3.9,no
ORD-103671,2023-09-04,CUST-54329,Australia,GOOGLE,Pixel 7a,177.42,1.0,0.232,PayPal,2.3,0
ORD-104742,2023-06-09,CUST-83949,USA,ONEPLUS,OnePlus 12,1211.91,3.0,0.224,Debit Card,,False
ORD-101330,06/17/2024,CUST-68998,Australia,Samsung,Galaxy A54,591.0,5.0,1.287,Debit Card,3.7,False
ORD-102949,2024-06-05,CUST-23299,Australia,OnePlus,OnePlus 11,339.19,5.0,0.357,Bank Transfer,2.9,True
ORD-100332,09/04/2024,CUST-29078,Germany,Samsung,Galaxy A54,816.77,1.0,0.182,Bank Transfer,2.8,True
ORD-101374,03-12-2023,CUST-36998,Japan,oneplus,OnePlus 11,1191.92,5.0,0.119,UPI,1.2,True
ORD-104287,09-06-2023,CUST-66704,Australia,OnePlus,OnePlus Nord 3,1463.43,3.0,0.246,Bank Transfer,2.8,1
ORD-103989,21-12-2024,CUST-85699,Singapore,GOOGLE,Pixel 8 Pro,170.19,1.0,0.193,Credit Card,2.5,yes
ORD-101258,20-01-2023,CUST-77677,United States,google,Pixel 8 Pro,1463.59,1.0,0.306,,3.7,0
ORD-104174,06/15/2022,CUST-51627,Australia,samsung,Galaxy A54,700.13,4.0,0.292,UPI,2.0,0
ORD-101732,12/23/2023,CUST-80162,India,XIAOMI,Xiaomi 14,211.59,5.0,0.041,,3.7,False
ORD-101116,24-05-2022,CUST-85226,India,xiaomi,,1010.39,4.0,0.383,UPI,3.4,yes
ORD-101965,2022-09-12,CUST-95314,USA,google,Pixel 8,1055.71,5.0,0.391,Credit Card,1.9,False
ORD-103679,29-07-2024,CUST-20982,Canada,Apple,iPhone 15 Pro,1487.77,5.0,0.077,COD,4.5,1
ORD-104003,05/20/2022,CUST-22438,Brazil,Samsung,Galaxy S24,386.35,3.0,0.096,COD,,False
ORD-104334,2024-11-27,CUST-44859,UK,Xiaomi,Redmi 12,955.01,5.0,0.076,Credit Card,2.7,False
ORD-103928,03-08-2023,CUST-26092,,Motorola,Moto G53,677.91,1.0,0.017,PayPal,4.8,False
ORD-101456,13-12-2022,CUST-36244,Canada,Sony,Xperia 5 V,329.17,2.0,0.281,Debit Card,4.1,1
ORD-100445,12/15/2024,CUST-10912,Australia,Xiaomi,Redmi 12,1282.15,5.0,0.047,Debit Card,1.7,False
ORD-102321,2022-05-31,CUST-70863,USA,samsung,,1319.05,3.0,0.223,UPI,1.5,yes
ORD-100452,13-07-2024,CUST-28140,Japan,SAMSUNG,Galaxy A54,-999.0,2.0,0.275,COD,1.3,yes
ORD-101647,09-10-2023,CUST-66160,Canada,apple,iPhone 14,824.29,4.0,0.089,UPI,1.7,False
ORD-104507,2022-05-04,CUST-95986,Singapore,Sony,Xperia 1 V,162.62,2.0,0.35,Credit Card,3.4,
ORD-103062,31-10-2024,CUST-23174,USA,GOOGLE,Pixel 8 Pro,533.71,4.0,0.106,UPI,1.7,no
ORD-100014,2022-01-30,CUST-44198,USA,,POCO F5,356.92,2.0,0.079,COD,,1
ORD-104352,21-12-2023,CUST-44971,Singapore,Samsung,Galaxy Z Fold 5,1207.84,5.0,0.335,Bank Transfer,3.2,1
ORD-100945,01/09/2023,CUST-59511,usa,Motorola,Edge 40 Pro,,3.0,0.134,Bank Transfer,4.1,yes
ORD-100247,,CUST-89480,Singapore,Motorola,Moto G53,680.15,4.0,0.015,Bank Transfer,3.0,1
ORD-104112,2022-03-25,CUST-94569,Canada,OnePlus,OnePlus Nord 3,979.37,2.0,0.189,PayPal,4.5,False
ORD-100360,2022-07-22,CUST-57684,UK,Motorola,Moto G53,449.56,2.0,0.06,UPI,3.4,
ORD-104732,10/07/2022,CUST-57413,india ,Motorola,Moto G84,1351.48,3.0,0.245,UPI,,False
ORD-101870,11/26/2024,CUST-93174,UK,Sony,,1417.23,3.0,0.233,COD,4.3,
ORD-103539,2024-04-29,CUST-27096,UK,xiaomi,Redmi 12,1174.18,5.0,0.073,Credit Card,2.6,1
ORD-102380,,CUST-98421,India,google,Pixel 8 Pro,595.39,5.0,0.394,Bank Transfer,1.8,no
ORD-104946,2023-02-22,CUST-79954,Singapore,Sony,Xperia 10 V,1092.36,2.0,0.054,Bank Transfer,1.9,
ORD-103285,08/08/2024,CUST-35191,United States,apple,iPhone 15 Pro,274.52,2.0,0.051,Credit Card,2.7,False
ORD-104220,2023-11-13,CUST-47555,United Kingdom,Samsung,Galaxy Z Fold 5,752.73,5.0,0.37,UPI,4.2,False
ORD-103614,25-08-2022,CUST-52418,France,SAMSUNG,Galaxy S24,557.84,4.0,0.4,PayPal,2.0,0
ORD-104557,2022-04-26,CUST-27204,Canada,Xiaomi,Redmi 12,538.48,2.0,0.098,Debit Card,1.9,False
ORD-104963,07/28/2023,CUST-22778,Brazil,OnePlus,OnePlus 12,1179.42,2.0,0.244,PayPal,2.7,False
ORD-103968,19-03-2023,CUST-26245,Germany,,Redmi 12,972.1,5.0,0.183,,1.9,False
ORD-100490,2023-05-07,CUST-56950,Japan,XIAOMI,,1339.13,2.0,0.049,Bank Transfer,4.2,True
ORD-100862,11-11-2023,CUST-28197,Australia,Apple,iPhone SE,1192.25,1.0,,PayPal,3.8,False
ORD-101872,,CUST-88434,UK,Xiaomi,Redmi 12,1156.32,1.0,0.128,Credit Card,3.5,False
ORD-102287,2024-07-08,CUST-81205,INDIA,Apple,iPhone SE,1288.12,3.0,0.385,Bank Transfer,2.6,False
ORD-103114,18-06-2024,CUST-42309,germany,xiaomi,Redmi 12,631.28,1.0,0.394,COD,2.6,
ORD-102527,2022-10-19,CUST-22018,Germany,OnePlus,OnePlus Nord 3,691.23,5.0,,COD,2.4,yes
ORD-104956,,CUST-22490,Germany,GOOGLE,Pixel 8,385.37,1.0,0.176,Credit Card,4.1,1
ORD-102098,2022-03-01,CUST-28889,Germany,SAMSUNG,Galaxy S23,692.55,3.0,0.229,Debit Card,4.5,False
ORD-100506,04/19/2023,CUST-22622,UK,Apple,iPhone 14,422.44,2.0,0.284,PayPal,1.6,yes
ORD-103414,2023-12-08,CUST-23280,Brazil,OnePlus,OnePlus 11,1275.33,5.0,0.363,Bank Transfer,5.0,True
ORD-100025,2023-02-15,CUST-28216,USA,Samsung,Galaxy A54,951.46,5.0,0.378,Bank Transfer,3.4,0
ORD-103404,12/02/2023,CUST-81549,Germany,OnePlus,OnePlus 11,388.01,1.0,0.038,COD,2.0,True
ORD-101222,06/05/2024,CUST-61011,france,,Galaxy S24,840.47,5.0,0.015,Credit Card,1.6,False
ORD-101113,2023-02-20,CUST-82015,Australia,Sony,Xperia 1 V,1292.76,2.0,0.343,Credit Card,4.2,False
ORD-102024,2024-12-24,CUST-90496,Japan,OnePlus,OnePlus 12,582.5,1.0,0.232,Bank Transfer,4.5,False
ORD-103544,2022-04-09,CUST-22160,India,XIAOMI,Redmi 12,224.81,5.0,0.289,Debit Card,2.0,0
ORD-101434,09/14/2023,CUST-76453,Brazil,SAMSUNG,Galaxy A54,326.87,1.0,0.281,Bank Transfer,1.4,False
ORD-104748,14-06-2022,CUST-26651,Japan,OnePlus,OnePlus 11,160.76,2.0,0.23,UPI,5.0,0
ORD-100433,2023-07-14,CUST-99536,UK,ONEPLUS,OnePlus 11,1022.11,3.0,0.133,Debit Card,3.9,False
ORD-104256,2023-06-07,CUST-89217,Australia,GOOGLE,,478.79,4.0,0.246,Bank Transfer,1.7,yes
ORD-103271,2023-09-15,CUST-87379,France,samsung,,1288.06,3.0,0.316,PayPal,3.3,True
ORD-104506,06/24/2022,CUST-66275,India,Apple,iPhone 15,818.96,5.0,0.299,UPI,3.5,False
ORD-103625,2023-07-08,CUST-90931,USA,oneplus,OnePlus 12,508.66,3.0,0.106,PayPal,4.2,True
ORD-101611,05-06-2023,CUST-99271,Japan,Xiaomi,POCO F5,861.18,4.0,0.335,Bank Transfer,2.8,False
ORD-103279,08/22/2024,CUST-95739,Germany,GOOGLE,Pixel 8 Pro,718.67,2.0,0.031,COD,3.4,False
ORD-102706,08/15/2022,CUST-11252,USA,ONEPLUS,OnePlus 11,337.41,3.0,0.183,Credit Card,3.5,True
ORD-102227,2024-08-08,CUST-51373,Brazil,Motorola,Moto G84,565.36,4.0,0.285,COD,3.0,False
ORD-103635,14-06-2024,CUST-59906,,Samsung,Galaxy Z Fold 5,472.95,5.0,0.122,Credit Card,3.8,True
ORD-101102,11/02/2022,CUST-16549,Australia,OnePlus,OnePlus 12,272.43,5.0,0.261,,2.7,yes
ORD-101533,10-01-2023,CUST-46660,UK,GOOGLE,Pixel 8,1480.56,3.0,0.115,Credit Card,4.3,1
ORD-104580,2022-04-04,CUST-97661,Singapore,Apple,iPhone 14,479.33,3.0,0.14,PayPal,4.1,0
ORD-102210,01/24/2023,CUST-57111,Brazil,Google,Pixel 7a,1079.26,2.0,0.023,COD,1.0,False
ORD-104638,06/19/2024,CUST-18643,France,OnePlus,OnePlus Nord 3,751.13,5.0,0.002,,,0
ORD-100156,06-10-2023,CUST-84285,germany,Xiaomi,,507.17,5.0,0.11,Credit Card,2.1,True
ORD-104672,2024-12-31,CUST-65555,Australia,google,Pixel 8,1380.78,5.0,0.252,COD,2.2,False
ORD-103496,03/30/2023,CUST-60163,Germany,Google,,328.17,,0.008,UPI,4.8,False
ORD-100615,11/23/2022,CUST-90522,uk,,Galaxy S24,235.54,2.0,0.086,Debit Card,3.3,False
ORD-100643,2022-02-14,CUST-84268,INDIA,samsung,Galaxy Z Fold 5,891.83,2.0,0.191,PayPal,1.5,True
ORD-101532,07/27/2023,CUST-42498,USA,Samsung,Galaxy S23,1198.14,2.0,0.397,Bank Transfer,2.1,yes
ORD-101738,06/30/2022,CUST-65873,india,oneplus,OnePlus 11,581.0,4.0,-0.045,COD,4.8,0
ORD-101068,11/12/2024,CUST-77553,Canada,Apple,iPhone 15,319.43,2.0,0.282,Bank Transfer,3.5,False
ORD-103402,18-06-2023,CUST-74372,Brazil,google,Pixel 8 Pro,1267.51,4.0,0.398,UPI,4.5,0
ORD-102940,13-07-2024,CUST-56856,Germany,Motorola,Moto G53,419.36,4.0,0.036,COD,4.4,False
ORD-104308,01/25/2023,CUST-49790,India,APPLE,iPhone 15 Pro,1484.9,1.0,0.154,COD,4.0,True
ORD-104797,2023-03-27,CUST-96472,Brazil,Motorola,Moto G53,716.41,3.0,0.167,Bank Transfer,4.8,no
ORD-100330,2022-08-06,CUST-87852,Brazil,APPLE,iPhone 15 Pro,1372.57,1.0,0.198,PayPal,3.1,False
ORD-101545,26-04-2023,CUST-74174,Singapore,Xiaomi,Redmi Note 13,953.91,3.0,0.342,Credit Card,3.5,0
ORD-103839,2023-05-25,CUST-19221,Germany,Samsung,Galaxy S23,369.5,3.0,0.002,Debit Card,2.8,False
